competition,sport,athlete_name,country,score,relative_score,strength,gold_prob,silver_prob,bronze_prob,medal_prob
Men's Normal Hill Individual,Ski Jumping,Halvor Egner Granerud,NOR,550.0,0,0.25,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Karl Geiger,GER,500.0,0,0.2066,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Andreas Wellinger,GER,450.0,0,0.1674,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Domen Prevc,SLO,420.0,0,0.1458,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Peter Prevc,SLO,400.0,0,0.1322,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Michael Hayboeck,AUT,380.0,0,0.1193,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Ren Nikaido,JPN,360.0,0,0.1071,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Lovro Kos,SLO,340.0,0,0.0955,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Dawid Kubacki,POL,320.0,0,0.0846,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Piotr Zyla,POL,300.0,0,0.0744,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Markus Eisenbichler,GER,280.0,0,0.0648,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Robert Johansson,NOR,260.0,0,0.0559,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Robin Pedersen,NOR,240.0,0,0.0476,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Thomas Aasen Markeng,NOR,220.0,0,0.04,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Daniel Andre Tande,NOR,200.0,0,0.0331,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Kamil Stoch,POL,180.0,0,0.0268,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Anders Fannemel,NOR,160.0,0,0.0212,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Philip Sjoeen,NOR,140.0,0,0.0162,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Benjamin Oestvold,NOR,120.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Stephan Embacher,AUT,100.0,0,0.0083,0.0,0.0,0.0,0.0
Men's Normal Hill Individual,Ski Jumping,Felix Hoffmann,GER,80.0,0,0.0053,0.0,0.0,0.0,0.0
Men's Parallel Giant Slalom,Snowboard,Edwin Coratti,ITA,350.0,0,0.3403,1.0,0.0,0.0,1.0
Men's Parallel Giant Slalom,Snowboard,Benjamin Karl,AUT,600.0,0,1.0,0.0,0.0,0.0,0.0
Men's Parallel Giant Slalom,Snowboard,Dmitry Loginov,RUS,550.0,0,0.8403,0.0,1.0,0.0,1.0
Men's Parallel Giant Slalom,Snowboard,Roland Fischnaller,ITA,500.0,0,0.6944,0.0,0.0,0.0,0.0
Men's Parallel Giant Slalom,Snowboard,Tim Mastnak,SLO,450.0,0,0.5625,0.0,0.0,1.0,1.0
Men's Parallel Giant Slalom,Snowboard,Sangho Lee,KOR,400.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Parallel Giant Slalom,Snowboard,Arvid Auner,AUT,300.0,0,0.25,0.0,0.0,0.0,0.0
Men's Parallel Giant Slalom,Snowboard,Victor Wild,RUS,250.0,0,0.1736,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Daniel Grassl,ITA,1186.0,0,0.6252,1.0,0.0,0.0,1.0
Men's Singles,Figure Skating,Ilia Malinin,USA,1500.0,0,1.0,0.0,1.0,0.0,1.0
Men's Singles,Figure Skating,Yuma Kagiyama,JPN,1390.0,0,0.8587,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Adam Siao Him Fa,FRA,1333.0,0,0.7897,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Shun Sato,JPN,1267.0,0,0.7135,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Nika Egadze,GEO,1156.0,0,0.5939,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Mikhail Shaidorov,KAZ,1132.0,0,0.5695,0.0,0.0,1.0,1.0
Men's Singles,Figure Skating,Lukas Britschgi,SUI,1129.0,0,0.5665,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Kazuki Tomono,JPN,1105.0,0,0.5427,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Jason Brown,USA,1067.0,0,0.506,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Kevin Aymoz,FRA,1000.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Singles,Figure Skating,Keegan Messing,CAN,950.0,0,0.4011,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Wolfgang Kindl,AUT,159.0,0,0.4178,1.0,0.0,0.0,1.0
Men's Singles Luge,Luge,Felix Loch,GER,246.0,0,1.0,0.0,1.0,0.0,1.0
Men's Singles Luge,Luge,Jonas Mueller,AUT,245.0,0,0.9919,0.0,0.0,1.0,1.0
Men's Singles Luge,Luge,Max Langenhan,GER,240.0,0,0.9518,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Nico Gleirscher,AUT,152.0,0,0.3818,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Kristers Aparjods,LAT,140.0,0,0.3239,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Dominik Fischnaller,ITA,130.0,0,0.2793,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Sebastian Bley,GER,120.0,0,0.238,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Chris Mazdzer,USA,100.0,0,0.1652,0.0,0.0,0.0,0.0
Men's Singles Luge,Luge,Tucker West,USA,90.0,0,0.1338,0.0,0.0,0.0,0.0
Men's Skeleton,Skeleton,Vladyslav Heraskevych,UKR,300.0,0,0.25,1.0,0.0,0.0,1.0
Men's Skeleton,Skeleton,Matt Weston,GBR,600.0,0,1.0,0.0,1.0,0.0,1.0
Men's Skeleton,Skeleton,Martins Dukurs,LAT,550.0,0,0.8403,0.0,0.0,1.0,1.0
Men's Skeleton,Skeleton,Marcus Wyatt,GBR,500.0,0,0.6944,0.0,0.0,0.0,0.0
Men's Skeleton,Skeleton,Christopher Grotheer,GER,450.0,0,0.5625,0.0,0.0,0.0,0.0
Men's Skeleton,Skeleton,Axel Jungk,GER,400.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Skeleton,Skeleton,Austin Florian,USA,350.0,0,0.3403,0.0,0.0,0.0,0.0
Men's Skeleton,Skeleton,Seunggi Jung,KOR,280.0,0,0.2178,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Simone Deromedis,ITA,965.0,0,0.8643,1.0,0.0,0.0,1.0
Men's Ski Cross,Freestyle Skiing,Reece Howden,CAN,1038.0,0,1.0,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Florian Wilmsmann,GER,902.0,0,0.7551,0.0,0.0,1.0,1.0
Men's Ski Cross,Freestyle Skiing,Youri Duplessis Kergomard,FRA,715.0,0,0.4745,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Alex Fiva,SUI,638.0,0,0.3778,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,David Mobaerg,SWE,544.0,0,0.2747,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Kevin Drury,CAN,518.0,0,0.249,0.0,1.0,0.0,1.0
Men's Ski Cross,Freestyle Skiing,Ryan Regez,SUI,495.0,0,0.2274,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Tobias Baur,SUI,413.0,0,0.1583,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Adam Kappacher,AUT,392.0,0,0.1426,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Erik Mobaerg,SWE,350.0,0,0.1137,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Victor Oehling Norberg,SWE,300.0,0,0.0835,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Kristoffer Haugen,NOR,250.0,0,0.058,0.0,0.0,0.0,0.0
Men's Ski Cross,Freestyle Skiing,Terence Tchiknavorian,FRA,200.0,0,0.0371,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Johannes Hoesflot Klaebo,NOR,2200.0,0,1.0,1.0,0.0,0.0,1.0
Men's Skiathlon,Cross-Country Skiing,Westgaard Thomas Maloney,IRL,398.0,0,0.0327,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Jens Burman,SWE,350.0,0,0.0253,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Calle Halfvarsson,SWE,344.0,0,0.0244,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Truls Gisselman,SWE,333.0,0,0.0229,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Altimiras Ireneu Esteve,AND,320.0,0,0.0212,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Jules Lapierre,FRA,312.0,0,0.0201,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Davide Graz,ITA,307.0,0,0.0195,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Naoto Baba,JPN,307.0,0,0.0195,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Edvin Anger,SWE,1731.0,0,0.6191,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Erik Valnes,NOR,1530.0,0,0.4837,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Federico Pellegrino,ITA,1510.0,0,0.4711,0.0,0.0,1.0,1.0
Men's Skiathlon,Cross-Country Skiing,Harald Oestberg Amundsen,NOR,1439.0,0,0.4278,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Simen Hegstad Krueger,NOR,1431.0,0,0.4231,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Hugo Lapalus,FRA,1388.0,0,0.398,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Andreas Fjorden Ree,NOR,1235.0,0,0.3151,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Martin Loewstroem Nyenget,NOR,1154.0,0,0.2751,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Ben Ogden,USA,1087.0,0,0.2441,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Mika Vermeulen,AUT,1082.0,0,0.2419,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Friedrich Moch,GER,1004.0,0,0.2083,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Mathis Desloges,FRA,986.0,0,0.2009,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Gus Schumacher,USA,965.0,0,0.1924,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,William Poromaa,SWE,958.0,0,0.1896,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Iivo Niskanen,FIN,924.0,0,0.1764,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Paal Golberg,NOR,870.0,0,0.1564,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Iver Tildheim Andersen,NOR,782.0,0,0.1263,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Lucas Chanavat,FRA,731.0,0,0.1104,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Lauri Vuorinen,FIN,720.0,0,0.1071,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Even Northug,NOR,699.0,0,0.101,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Andrew Musgrave,GBR,659.0,0,0.0897,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Jan Thomas Jenssen,NOR,627.0,0,0.0812,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Arsi Ruuskanen,FIN,576.0,0,0.0685,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Michal Novak,CZE,555.0,0,0.0636,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Jules Chappaz,FRA,522.0,0,0.0563,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Richard Jouve,FRA,496.0,0,0.0508,0.0,1.0,0.0,1.0
Men's Skiathlon,Cross-Country Skiing,Valerio Grond,SUI,492.0,0,0.05,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,JC Schoonmaker,USA,480.0,0,0.0476,0.0,0.0,0.0,0.0
Men's Skiathlon,Cross-Country Skiing,Thomas Maloney Westgaard,IRL,476.0,0,0.0468,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Atle Lie McGrath,NOR,578.0,0,0.2023,1.0,0.0,0.0,1.0
Men's Slalom,Alpine Skiing,Braathen Lucas Pinheiro,BRA,373.0,0,0.0843,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Fabio Gstrein,AUT,359.0,0,0.0781,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Tanguy Nef,SUI,327.0,0,0.0648,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Linus Strasser,GER,305.0,0,0.0563,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Steven Amiez,FRA,268.0,0,0.0435,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Albert Popov,BUL,229.0,0,0.0318,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Samuel Kolega,CRO,226.0,0,0.0309,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Daniel Yule,SUI,217.0,0,0.0285,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Dave Ryding,GBR,197.0,0,0.0235,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Kristoffer Jakobsen,SWE,188.0,0,0.0214,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Benjamin Ritchie,USA,178.0,0,0.0192,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Alex Vinatzer,ITA,174.0,0,0.0183,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Victor Muffat-Jeandet,FRA,169.0,0,0.0173,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Armand Marchant,BEL,153.0,0,0.0142,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Dominik Raschner,AUT,134.0,0,0.0109,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Paco Rassat,FRA,123.0,0,0.0092,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Johannes Strolz,AUT,119.0,0,0.0086,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Michael Matt,AUT,105.0,0,0.0067,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Olsen Alexander Steen,NOR,97.0,0,0.0057,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Adrian Pertl,AUT,86.0,0,0.0045,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Luca Aerni,SUI,74.0,0,0.0033,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Marc Rochat,SUI,71.0,0,0.0031,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Marco Odermatt,SUI,1285.0,0,1.0,0.0,0.0,1.0,1.0
Men's Slalom,Alpine Skiing,Lucas Pinheiro Braathen,BRA,618.0,0,0.2313,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Franjo von Allmen,SUI,524.0,0,0.1663,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Henrik Kristoffersen,NOR,516.0,0,0.1612,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Loic Meillard,SUI,490.0,0,0.1454,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Manuel Feller,AUT,460.0,0,0.1281,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Alexis Pinturault,FRA,420.0,0,0.1068,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Clement Noel,FRA,400.0,0,0.0969,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Marco Schwarz,AUT,380.0,0,0.0875,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Timon Haugan,NOR,360.0,0,0.0785,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Vincent Kriechmayr,AUT,340.0,0,0.07,0.0,1.0,0.0,1.0
Men's Slalom,Alpine Skiing,Cameron Alexander,CAN,300.0,0,0.0545,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,James Crawford,CAN,280.0,0,0.0475,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Johan Clarey,FRA,260.0,0,0.0409,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Travis Ganong,USA,240.0,0,0.0349,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Dominik Paris,ITA,220.0,0,0.0293,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Cyprien Sarrazin,FRA,200.0,0,0.0242,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Zan Kranjec,SLO,180.0,0,0.0196,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,River Radamus,USA,160.0,0,0.0155,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Filip Zubcic,CRO,140.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Stefan Hadalin,SLO,130.0,0,0.0102,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0,0.0,0.0,0.0
Men's Slalom,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Mac Forehand,USA,550.0,0,0.6173,1.0,0.0,0.0,1.0
Men's Slopestyle,Snowboard,Chris Corning,USA,280.0,0,0.2178,1.0,0.0,0.0,1.0
Men's Slopestyle,Freestyle Skiing,Birk Ruud,NOR,700.0,0,1.0,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Oliwer Magnusson,SWE,650.0,0,0.8622,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Alex Hall,USA,600.0,0,0.7347,0.0,0.0,1.0,1.0
Men's Slopestyle,Freestyle Skiing,Colby Stevenson,USA,500.0,0,0.5102,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Andri Ragettli,SUI,450.0,0,0.4133,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Ferdinand Dahl,NOR,400.0,0,0.3265,0.0,1.0,0.0,1.0
Men's Slopestyle,Freestyle Skiing,Kim Gubser,SUI,350.0,0,0.25,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Jesper Tjader,SWE,300.0,0,0.1837,0.0,0.0,0.0,0.0
Men's Slopestyle,Freestyle Skiing,Henrik Harlaut,SWE,250.0,0,0.1276,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Su Yiming,CHN,600.0,0,1.0,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Kira Kimura,JPN,550.0,0,0.8403,0.0,0.0,1.0,1.0
Men's Slopestyle,Snowboard,Marcus Kleveland,NOR,500.0,0,0.6944,0.0,1.0,0.0,1.0
Men's Slopestyle,Snowboard,Mark McMorris,CAN,450.0,0,0.5625,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Max Parrot,CAN,400.0,0,0.4444,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Mons Roisland,NOR,350.0,0,0.3403,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Staale Sandbech,NOR,300.0,0,0.25,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Sebastien Toutant,CAN,260.0,0,0.1878,0.0,0.0,0.0,0.0
Men's Slopestyle,Snowboard,Red Gerard,USA,240.0,0,0.16,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Alessandro Haemmerle,AUT,342.0,0,0.171,1.0,0.0,0.0,1.0
Men's Snowboard Cross,Snowboard,Eliot Grondin,CAN,827.0,0,1.0,0.0,1.0,0.0,1.0
Men's Snowboard Cross,Snowboard,Loan Bozzolo,FRA,541.0,0,0.4279,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Aidan Chollet,FRA,503.0,0,0.3699,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Jakob Dusek,AUT,491.0,0,0.3525,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Adam Lambert,AUS,394.0,0,0.227,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Julien Tomas,FRA,372.0,0,0.2023,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Cameron Bolton,AUS,354.0,0,0.1832,0.0,0.0,1.0,1.0
Men's Snowboard Cross,Snowboard,Leon Ulbricht,GER,350.0,0,0.1791,0.0,0.0,0.0,0.0
Men's Snowboard Cross,Snowboard,Merlin Surget,FRA,313.0,0,0.1432,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Edvin Anger,SWE,1731.0,0,0.6191,1.0,0.0,0.0,1.0
Men's Sprint,Cross-Country Skiing,Janik Riebli,SUI,431.0,0,0.0384,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Oskar Opstad Vike,NOR,431.0,0,0.0384,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Ansgar Evensen,NOR,343.0,0,0.0243,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Jaume Pueyo,ESP,332.0,0,0.0228,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Niilo Moilanen,FIN,330.0,0,0.0225,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Joni Maki,FIN,330.0,0,0.0225,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Jan Stoelben,GER,327.0,0,0.0221,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Emil Danielsson,SWE,322.0,0,0.0214,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Benjamin Moser,AUT,294.0,0,0.0179,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Michael Hellweger,ITA,292.0,0,0.0176,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Emil Liekari,FIN,287.0,0,0.017,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Matz William Jenssen,NOR,268.0,0,0.0148,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Ondrej Cerny,CZE,265.0,0,0.0145,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Haavard Solaas Taugboel,NOR,248.0,0,0.0127,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Oskar Svensson,SWE,234.0,0,0.0113,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Remi Bourdin,FRA,228.0,0,0.0107,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Johannes Hoesflot Klaebo,NOR,2200.0,0,1.0,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Erik Valnes,NOR,1530.0,0,0.4837,0.0,1.0,0.0,1.0
Men's Sprint,Cross-Country Skiing,Federico Pellegrino,ITA,1510.0,0,0.4711,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Harald Oestberg Amundsen,NOR,1439.0,0,0.4278,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Simen Hegstad Krueger,NOR,1431.0,0,0.4231,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Hugo Lapalus,FRA,1388.0,0,0.398,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Andreas Fjorden Ree,NOR,1235.0,0,0.3151,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Martin Loewstroem Nyenget,NOR,1154.0,0,0.2751,0.0,0.0,1.0,1.0
Men's Sprint,Cross-Country Skiing,Ben Ogden,USA,1087.0,0,0.2441,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Mika Vermeulen,AUT,1082.0,0,0.2419,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Friedrich Moch,GER,1004.0,0,0.2083,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Mathis Desloges,FRA,986.0,0,0.2009,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Gus Schumacher,USA,965.0,0,0.1924,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,William Poromaa,SWE,958.0,0,0.1896,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Iivo Niskanen,FIN,924.0,0,0.1764,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Paal Golberg,NOR,870.0,0,0.1564,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Iver Tildheim Andersen,NOR,782.0,0,0.1263,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Lucas Chanavat,FRA,731.0,0,0.1104,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Lauri Vuorinen,FIN,720.0,0,0.1071,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Even Northug,NOR,699.0,0,0.101,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Andrew Musgrave,GBR,659.0,0,0.0897,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Jan Thomas Jenssen,NOR,627.0,0,0.0812,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Arsi Ruuskanen,FIN,576.0,0,0.0685,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Michal Novak,CZE,555.0,0,0.0636,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Jules Chappaz,FRA,522.0,0,0.0563,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Richard Jouve,FRA,496.0,0,0.0508,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,Valerio Grond,SUI,492.0,0,0.05,0.0,0.0,0.0,0.0
Men's Sprint,Cross-Country Skiing,JC Schoonmaker,USA,480.0,0,0.0476,0.0,0.0,0.0,0.0
